timestamp,attempt,model,user_story,score_final,cobertura,clareza,estrutura,executabilidade,aprovado,input_tokens,output_tokens,total_tokens,duration_s
2026-04-07T13:56:38.718916,1,gemini-2.5-flash,"Guest Mode: Add composer to feed. In order to better communicate what Minds is about, we'd like to add the composer component to the Guest Mode homepage feed.

- Composer appears at the top of the fee",4.67,0.0,9.04,8.2,2.0,False,379,438,817,11.08
2026-04-07T13:56:58.080717,2,gemini-2.5-flash,"Guest Mode: Add composer to feed. In order to better communicate what Minds is about, we'd like to add the composer component to the Guest Mode homepage feed.

- Composer appears at the top of the fee",5.08,0.0,8.81,8.5,3.83,False,882,333,1215,19.36
2026-04-07T13:57:15.965168,3,gemini-2.5-flash,"Guest Mode: Add composer to feed. In order to better communicate what Minds is about, we'd like to add the composer component to the Guest Mode homepage feed.

- Composer appears at the top of the fee",5.24,0.0,9.18,8.5,4.25,False,777,548,1325,17.88
2026-04-07T13:57:28.338169,1,gemini-2.5-flash,"Fix guest-mode issues staging. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to ",7.31,8.0,9.25,8.5,2.53,True,391,620,1011,12.37
2026-04-07T13:57:49.437946,1,gemini-2.5-flash,"Since video is unsupported, only posts title, description and reference minds link",5.16,3.0,9.43,5.25,4.01,False,318,516,834,21.1
2026-04-07T13:58:07.287379,2,gemini-2.5-flash,"Since video is unsupported, only posts title, description and reference minds link",7.71,6.0,9.44,10.0,5.13,True,941,1724,2665,17.85
2026-04-07T13:58:20.300489,1,gemini-2.5-flash,"Remove 401s / 404s from sitemaps. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about ",5.19,0.0,9.56,7.3,5.45,False,393,604,997,13.01
2026-04-07T13:58:41.088989,2,gemini-2.5-flash,"Remove 401s / 404s from sitemaps. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about ",4.38,0.0,9.12,5.1,5.11,False,1062,534,1596,20.79
2026-04-07T13:59:01.078457,3,gemini-2.5-flash,"Remove 401s / 404s from sitemaps. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about ",2.49,0.0,9.11,0.0,3.33,False,1062,164,1226,19.99
2026-04-07T13:59:13.933401,1,gemini-2.5-flash,"Display a modal of mutual subscribers to be displayed when clicking 'other' on `m-channel__mutualSubscriptions`. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://develope",6.02,5.0,9.22,7.6,2.0,False,408,562,970,12.85
2026-04-07T13:59:30.181352,2,gemini-2.5-flash,"Display a modal of mutual subscribers to be displayed when clicking 'other' on `m-channel__mutualSubscriptions`. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://develope",5.65,5.0,8.83,6.0,2.91,False,1034,979,2013,16.24
