timestamp,attempt,model,user_story,score_final,cobertura,clareza,estrutura,executabilidade,aprovado,input_tokens,output_tokens,total_tokens,duration_s
2026-04-07T14:00:10.217123,1,gemini-2.5-flash,"A-B test new Minds homepage / guest mode. Need to hack a solution so we can A-B test the new guest mode homepage among logged-out users and measure impact on:

- New user registration conversion (prim",5.62,3.33,8.9,8.12,2.0,False,357,691,1048,12.67
2026-04-07T14:00:29.891374,2,gemini-2.5-flash,"A-B test new Minds homepage / guest mode. Need to hack a solution so we can A-B test the new guest mode homepage among logged-out users and measure impact on:

- New user registration conversion (prim",3.51,0.0,8.75,4.25,2.43,False,1112,162,1274,19.67
2026-04-07T14:00:49.816038,3,gemini-2.5-flash,"A-B test new Minds homepage / guest mode. Need to hack a solution so we can A-B test the new guest mode homepage among logged-out users and measure impact on:

- New user registration conversion (prim",3.55,0.0,8.55,4.25,2.83,False,1112,162,1274,19.92
2026-04-07T14:00:59.214587,1,gemini-2.5-flash,"Boost inventory: Add boosts to Discovery. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://developers.minds.com/docs/handbook/how-we-work/#definition-of-ready-dor

Before",4.92,0.0,9.49,7.75,3.46,False,393,747,1140,9.4
2026-04-07T14:01:19.454394,2,gemini-2.5-flash,"Boost inventory: Add boosts to Discovery. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://developers.minds.com/docs/handbook/how-we-work/#definition-of-ready-dor

Before",2.74,0.0,9.7,0.0,4.0,False,1206,163,1369,20.24
2026-04-07T14:01:38.911955,3,gemini-2.5-flash,"Boost inventory: Add boosts to Discovery. <!---
Please read this!

The Definition of Ready (DoR) can be found at https://developers.minds.com/docs/handbook/how-we-work/#definition-of-ready-dor

Before",2.74,0.0,9.7,0.0,4.0,False,1206,161,1367,19.46
2026-04-07T14:01:50.668321,1,gemini-2.5-flash,"Clicking ""Complete to earn tokens"" checklist items doesn't work. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and",4.74,0.0,8.74,8.5,2.2,False,395,441,836,11.75
2026-04-07T14:02:04.688204,2,gemini-2.5-flash,"Clicking ""Complete to earn tokens"" checklist items doesn't work. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and",4.37,0.0,8.05,7.08,3.19,False,901,685,1586,14.02
2026-04-07T14:02:26.106947,3,gemini-2.5-flash,"Clicking ""Complete to earn tokens"" checklist items doesn't work. <!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and",3.42,0.0,8.22,4.25,2.5,False,901,217,1118,21.42
2026-04-07T14:02:37.279974,1,gemini-2.5-flash,"(bug): URL - target=""_blank"" rel=""noopener noreferrer"" Issues. Even though we thought that the target=""_blank"" rel=""noopener noreferrer"" bug was resolved (which displayed the above href syntax when in",4.61,0.0,9.23,7.0,3.34,False,379,757,1136,11.17
2026-04-07T14:02:56.476477,2,gemini-2.5-flash,"(bug): URL - target=""_blank"" rel=""noopener noreferrer"" Issues. Even though we thought that the target=""_blank"" rel=""noopener noreferrer"" bug was resolved (which displayed the above href syntax when in",2.29,0.0,4.35,3.5,1.83,False,1202,164,1366,19.2
2026-04-07T14:03:14.911564,3,gemini-2.5-flash,"(bug): URL - target=""_blank"" rel=""noopener noreferrer"" Issues. Even though we thought that the target=""_blank"" rel=""noopener noreferrer"" bug was resolved (which displayed the above href syntax when in",4.57,0.0,9.14,6.61,3.8,False,1202,1231,2433,18.43
2026-04-07T14:03:24.791279,1,gemini-2.5-flash,Move Matrix Synapse Master to StatefulSet to avoid drive mounting issues. `ReadWriteOnce` in the deployments causes pods to fail to start. Using a statefulset will ensure each PVC is attached to only ,5.68,4.77,8.7,7.0,2.07,False,350,464,814,9.88
2026-04-07T14:03:43.443592,2,gemini-2.5-flash,Move Matrix Synapse Master to StatefulSet to avoid drive mounting issues. `ReadWriteOnce` in the deployments causes pods to fail to start. Using a statefulset will ensure each PVC is attached to only ,5.28,4.09,9.2,5.25,3.19,False,878,670,1548,18.65
2026-04-07T14:04:03.458407,3,gemini-2.5-flash,Move Matrix Synapse Master to StatefulSet to avoid drive mounting issues. `ReadWriteOnce` in the deployments causes pods to fail to start. Using a statefulset will ensure each PVC is attached to only ,5.1,3.41,8.4,6.0,3.0,False,878,163,1041,20.01
2026-04-07T14:04:15.307520,1,gemini-2.5-flash,"Gather requirements for improving refer flow. ## Goal 

Grow the number of new users by encouraging current users to invite their contacts with competitive incentives. Make the referrals OBVIOUS to us",4.62,0.0,9.0,7.25,3.25,False,395,418,813,11.85
2026-04-07T14:04:34.081543,2,gemini-2.5-flash,"Gather requirements for improving refer flow. ## Goal 

Grow the number of new users by encouraging current users to invite their contacts with competitive incentives. Make the referrals OBVIOUS to us",5.38,0.0,9.27,8.12,5.47,False,879,469,1348,18.77
